arabic_text,translation,transliteration,etymology
نَسُوقُ,drive,nasūqu,
نَسُوهُ,had forgotten it,nasūhu,
نَسِىَ,he forgets,nasiya,
نَسِيتَ,you forget,nasīta,
نَسِيتُ,[I] forgot,nasītu,
نَسِيتُ,I forgot,nasītu,
نَسِيتُمْ,you forgot,nasītum,
نَسِينَـٰكُمْ ۖ,have forgotten you,nasīnākum,
نَسِيَا,they forgot,nasiyā,
نَسِيًّۭا,forgetful,nasiyyan,
نَسْتَبِقُ,racing each other,nastabiqu,
نَسْتَحْوِذْ,we have advantage,nastaḥwidh,
نَسْتَعِينُ,we ask for help,nastaʿīnu,
نَسْتَنسِخُ,transcribe,nastansikhu,
نَسْخَرُ,can ridicule,naskharu,
نَسْـَٔلُكَ,We ask you,nasaluka,
نَسْفًا,(in) particles,nasfan,
نَسْفًۭا,(into) particles,nasfan,
نَسْقِى,We cannot water,nasqī,
نَسْلَخُ,We withdraw,naslakhu,
نَسْلَهُۥ,his progeny,naslahu,
نَسْلُكُهُۥ,We let it enter,naslukuhu,
نَسْمَعُ,hear,nasmaʿu,
نَسْمَعُ,listened,nasmaʿu,
نَسْيًۭا,(in) oblivion,nasyan,
نَشَآءُ,We willed,nashāu,
نَشَآءُ,we wish,nashāu,
نَشَآءُ,We will,nashāu,
نَشَآءُ ۖ,we wish,nashāu,
نَشَـٰٓؤُا۟ ۖ,we will,nashāu,
نَشْتَرِى,we will exchange,nashtarī,
نَشْرًۭا,far and wide,nashran,
نَشْرَحْ,We expanded,nashraḥ,
نَشْطًۭا,gently,nashṭan,
نَشْهَدُ,We testify,nashhadu,
نَصَبًۭا,fatigue,naṣaban,
نَصَبٌۭ,fatigue,naṣabun,
نَصَبٌۭ,any fatigue,naṣabun,
نَصَحُوا۟,they (are) sincere,naṣaḥū,
نَصَرَكُمُ,helped you,naṣarakumu,
نَصَرَكُمُ,Allah helped you,naṣarakumu,
نَصَرَهُ,Allah helped him,naṣarahu,
نَصَرَهُمُ,help them,naṣarahumu,
نَصَـٰرَىٰ,Christians,naṣārā,
نَصَـٰرَىٰ ۗ,(a) Christian[s],naṣārā,
نَصَـٰرَىٰ ۗ,Christians,naṣārā,
نَصَـٰرَىٰ ۚ,(are) Christians,naṣārā,
نَصَـٰرَىٰٓ,(are) Christians,naṣārā,
نَصِيبًۭا,a portion,naṣīban,
نَصِيبًۭا,a share,naṣīban,
نَصِيبٌۭ,(is) a share,naṣībun,
نَصِيبٌۭ,a portion,naṣībun,
نَصِيبٌۭ,a share,naṣībun,
نَصِيبٌۭ,a chance,naṣībun,
نَصِيبَكَ,your share,naṣībaka,
نَصِيبَهُمْ,their share,naṣībahum,
نَصِيبَهُمْ ۚ,their share,naṣībahum,
نَصِيبُهُم,their portion,naṣībuhum,
نَصِيرًا,(any) helper,naṣīran,
نَصِيرًا,a helper,naṣīran,
نَصِيرًا,any helper,naṣīran,
نَصِيرًۭا,(as) a Helper,naṣīran,
نَصِيرًۭا,any helper,naṣīran,
نَصِيرٍ,any helper,naṣīrin,
نَصِيرٍۢ,a helper,naṣīrin,
نَصِيرٍۢ,any helper,naṣīrin,
نَصْرًا,(with) a help,naṣran,
نَصْرًۭا,any help,naṣran,
نَصْرًۭا ۚ,(to) help,naṣran,
نَصْرٌۭ,victory,naṣrun,
نَصْرٌۭ,a help,naṣrun,
نَصْرَ,help,naṣra,
نَصْرَ,(to) help,naṣra,
نَصْرَانِيًّۭا,a Christian,naṣrāniyyan,
نَصْرَكُمْ,(to) help you,naṣrakum,
نَصْرَهُمْ,to help them,naṣrahum,
نَصْرُ,[will] (the) help,naṣru,
نَصْرُ,(to) help,naṣru,
نَصْرُ,(the) Help,naṣru,
نَصْرُنَا,Our help,naṣrunā,
نَصْرُنَا ۚ,Our help,naṣrunā,
نَصْرِهِمْ,their victory,naṣrihim,
نَضِجَتْ,are roasted,naḍijat,
نَضَّاخَتَانِ,gushing forth,naḍḍākhatāni,
نَضْرَةًۭ,radiance,naḍratan,
نَضْرَةَ,(the) radiance,naḍrata,
نَضْرِبُهَا,We set forth,naḍribuhā,
نَضْرِبُهَا,We present them,naḍribuhā,
نَضْطَرُّهُمْ,We will force them,naḍṭarruhum,
نَطْبَعُ,We seal,naṭbaʿu,
نَطْمَعُ,hope,naṭmaʿu,
نَطْوِى,We will fold,naṭwī,
نَظَرَ,a look,naẓara,
نَظَرَ,he looked,naẓara,
نَظُنُّكُمْ,we think you,naẓunnukum,
نَظْرَةًۭ,a glance,naẓratan,
نَعَمْ,Yes,naʿam,
نَعَمْ ۚ,Yes,naʿam,
نَعُدُّ,We count,naʿuddu,
نَعُدُّهُم,count them,naʿudduhum,
نَعُدْ,We will return (too),naʿud,
نَعِدُهُمْ,We promised them,naʿiduhum,
نَعِدُهُمْ,We have promised them,naʿiduhum,
نَعِيمًۭا,blessings,naʿīman,
نَعِيمٌۭ,(is) bliss,naʿīmun,
نَعِيمٍ,bliss,naʿīmin,
نَعِيمٍۢ,(of) Pleasure,naʿīmin,
نَعِيمٍۢ,(of) Delight,naʿīmin,
نَعِيمٍۢ,bliss,naʿīmin,
نَعْبُدَ,we worship,naʿbuda,
نَعْبُدُ,we worship,naʿbudu,
نَعْبُدُ,We will worship,naʿbudu,
نَعْبُدُ,We worship,naʿbudu,
نَعْبُدُهُمْ,we worship them,naʿbuduhum,
نَعْجَةًۭ,ewe(s),naʿjatan,
نَعْجَةٌۭ,ewe,naʿjatun,
نَعْجَتِكَ,your ewe,naʿjatika,
نَعْقِلُ,reasoned,naʿqilu,
نَعْلَمَ,We make evident,naʿlama,
نَعْلَمُ,we knew,naʿlamu,
نَعْلَمُ,We know,naʿlamu,
نَعْلَمُ,[We] know,naʿlamu,
نَعْلَمُهُمْ ۚ,[We] know them,naʿlamuhum,
نَعْلَيْكَ ۖ,your shoes,naʿlayka,
نَعْمَآءَ,(of) favor,naʿmāa,
نَعْمَلُ,doing,naʿmalu,
نَعْمَلُ ۚ,do,naʿmalu,
نَعْمَلُ ۚ,(to) do,naʿmalu,
نَعْمَلْ,we will do,naʿmal,
نَـٰجَيْتُمُ,you privately consult,nājaytumu,
نَـٰدِمِينَ,regretful,nādimīna,
نَـٰصِحُونَ,(will be) sincere,nāṣiḥūna,
نَـٰظِرِينَ,awaiting,nāẓirīna,
نَفَرًۭا,(in) men,nafaran,
نَفَرًۭا,a party,nafaran,
نَفَرٌۭ,a group,nafarun,
نَفَرَ,go forth,nafara,
نَفَشَتْ,pastured,nafashat,
نَفَقًۭا,a tunnel,nafaqan,
نَفَقَةًۭ,any spending,nafaqatan,
نَفَقَـٰتُهُمْ,their contributions,nafaqātuhum,
نَفِدَتْ,would be exhausted,nafidat,
نَفِيرًا,numerous,nafīran,
نَفْحَةٌۭ,a whiff,nafḥatun,
نَفْخَةٌۭ,a blast,nafkhatun,
نَفْسًا,any soul,nafsan,
نَفْسًا,a soul,nafsan,
نَفْسًۢا,a soul,nafsan,
نَفْسًۢا,a person,nafsan,
نَفْسًۭا,a man,nafsan,
نَفْسًۭا,(on their) own,nafsan,
نَفْسًۭا,a soul,nafsan,
نَفْسٌ,any soul,nafsun,
نَفْسٌ,a soul,nafsun,
نَفْسٌۢ,a soul,nafsun,
نَفْسٌۢ,any soul,nafsun,
نَفْسٌۭ,any soul,nafsun,
نَفْسٌۭ,a soul,nafsun,
نَفْسٌۭ,every soul,nafsun,
نَفْسٍ,(for) a soul,nafsin,
نَفْسٍ,soul,nafsin,
نَفْسٍۢ,soul,nafsin,
نَفْسٍۢ,a soul,nafsin,
نَفْسٍۢ ۗ,soul,nafsin,
نَفْسٍۭ,soul,nafsin,
نَفْسَكَ,yourself,nafsaka,
نَفْسَكَ ۚ,(for) yourself,nafsaka,
نَفْسَهَا,herself,nafsahā,
نَفْسَهُ,his own self,nafsahu,
نَفْسَهُۥ,his soul,nafsahu,
نَفْسَهُۥ ۗ,(of) Himself,nafsahu,
نَفْسَهُۥ ۗ,(against) Himself,nafsahu,
نَفْسَهُۥ ۚ,himself,nafsahu,
نَفْسُكَ,your soul,nafsuka,
نَفْسُهُۥ,his soul,nafsuhu,
نَفْسُهُۥ ۖ,his soul,nafsuhu,
نَفْسِ,Yaqub's soul,nafsi,
نَفْسِكَ,yourself,nafsika,
نَفْسِكَ ۚ,Yourself,nafsika,
نَفْسِهِ,Himself,nafsihi,
نَفْسِهِۦ,himself,nafsihi,
نَفْسِهِۦ,(of) his soul,nafsihi,
نَفْسِهِۦ ۖ,himself,nafsihi,
نَفْسِهِۦ ۚ,his soul,nafsihi,
نَفْسِى,(over) myself,nafsī,
نَفْسِى,myself,nafsī,
نَفْسِى,my soul,nafsī,
نَفْسِى ۖ,myself,nafsī,
نَفْسِىٓ ۖ,my own accord,nafsī,
نَفْسِىٓ ۚ,myself,nafsī,
نَفْعًا,(for) any profit,nafʿan,
نَفْعًۢا ۚ,a benefit,nafʿan,
نَفْعًۭا,(to) benefit,nafʿan,
نَفْعًۭا,any benefit,nafʿan,
نَفْعًۭا ۚ,(in) benefit,nafʿan,
نَفْعًۭا ۚ,any benefit,nafʿan,
نَفْعَلُ,We deal,nafʿalu,
نَفْقَهُ,we understand,nafqahu,
نَفْقِدُ,We are missing,nafqidu,
نَقَضَتْ,untwists,naqaḍat,
نَقَمُوا۟,they resented,naqamū,
نَقَمُوٓا۟,they were resentful,naqamū,
نَقُصُّ,We relate,naquṣṣu,
نَقُصُّ,relate,naquṣṣu,
نَقُصُّ,narrate,naquṣṣu,
نَقُصُّهُۥ,(which) We relate,naquṣṣuhu,
نَقُولُ,We will say,naqūlu,
نَقُولُ,we say,naqūlu,
نَقُولُ ۚ,we say,naqūlu,
نَقِيبًۭا ۖ,leaders,naqīban,
نَقِيرًا,(even as much as the) speck on a date seed,naqīran,
نَقِيرًۭا,(even as much as) the speck on a date-seed,naqīran,
نَقْبًۭا,(to do) any penetration,naqban,
نَقْتَبِسْ,we may acquire,naqtabis,
نَقْذِفُ,We hurl,naqdhifu,
نَقْصُصْ,We have related,naqṣuṣ,
نَقْصُصْهُمْ,We (have) mentioned them,naqṣuṣ'hum,
نَقْضِهِم,their breaking,naqḍihim,
نَقْعًۭا,dust,naqʿan,
نَقْعُدُ,sit,naqʿudu,
نَكَالَ,(with) an exemplary punishment,nakāla,
نَكَحَ,married,nakaḥa,
نَكَحْتُمُ,you marry,nakaḥtumu,
نَكَصَ,he turned away,nakaṣa,
نَكَـٰلًۭا,a deterrent punishment,nakālan,
نَكَـٰلًۭا,(as) an exemplary (punishment),nakālan,
نَكُ,we were,naku,
نَكُ,we used to,naku,
نَكُن,we,nakun,
نَكُن,(to) be,nakun,
نَكُن,we used to,nakun,
نَكِدًۭا ۚ,(with) difficulty,nakidan,
نَكِرَهُمْ,he felt unfamiliar of them,nakirahum,
نَكِيرِ,My punishment,nakīri,
نَكِيرِ,My rejection,nakīri,
نَكِّرُوا۟,Disguise,nakkirū,
نَكْتَلْ,(that) we will get measure,naktal,
نَكْتُمُ,we will conceal,naktumu,
نَكْسُوهَا,We cover them,naksūhā,
نَلْعَنَهُمْ,We curse them,nalʿanahum,
نَمُوتُ,we die,namūtu,
نَمْلَةٌۭ,an ant,namlatun,
نَنسَخْ,We abrogate,nansakh,
نَنسَىٰكُمْ,We forget you,nansākum,
نَنسَىٰهُمْ,We forget them,nansāhum,
نَنظُرْ,we will see,nanẓur,
نَنقُصُهَا,reducing it,nanquṣuhā,
نَنقُصُهَا,We reduce it,nanquṣuhā,
نَنْهَكَ,we forbid you,nanhaka,
نَهَارًۭا,(by) day,nahāran,
نَهَرًۭا,a river,naharan,
نَهَىٰكُمَا,forbid you both,nahākumā,
نَهَىٰكُمْ,he forbids you,nahākum,
نَوْمٌۭ ۚ,sleep,nawmun,
نَوْمَكُمْ,your sleep,nawmakum,
نُؤَخِّرُهُۥٓ,We delay it,nu-akhiruhu,
نُؤْتَىٰ,we are given,nu'tā,
نُؤْتِهِۦ,We will give him,nu'tihi,
نُؤْتِهِۦ,We give him,nu'tihi,
نُؤْتِيهِ,We will grant him,nu'tīhi,
نُؤْتِيهِ,We will give him,nu'tīhi,
نُؤْمِنَ,we (should) believe,nu'mina,
نُؤْمِنُ,We believe,nu'minu,
نُؤْمِنُ,we believe,nu'minu,
نُبَشِّرُكَ,[we] bring glad tidings to you,nubashiruka,
نُبَشِّرُكَ,[We] give you glad tidings,nubashiruka,
نُبَيِّنُ,We make clear,nubayyinu,
نُتَخَطَّفْ,we would be swept,nutakhaṭṭaf,
نُتْبِعُهُمُ,We follow them up,nut'biʿuhumu,
نُثَبِّتُ,We may make firm,nuthabbitu,
نُجَـٰزِىٓ,We recompense,nujāzī,
نُحْىِ,[We] give life,nuḥ'yī,
نُحْىِۦ,We give life,nuḥ'yī,
نُحْىِۦ,[We] give life,nuḥ'yī,
نُخْرِجُ,We will bring forth,nukh'riju,
نُخْرِجُكُمْ,We will bring you out,nukh'rijukum,
نُخْرِجُكُمْ,We bring you out,nukh'rijukum,
نُخْفِى,we conceal,nukh'fī,
نُخْلِفُهُۥ,we will fail it,nukh'lifuhu,
نُدَاوِلُهَا,We alternate them,nudāwiluhā,
نُذُورَهُمْ,their vows,nudhūrahum,
نُذِقْهُ,We will make him taste,nudhiq'hu,
نُذِيقُهُمُ,We will make them taste,nudhīquhumu,
نُذْرًا,warning,nudh'ran,
نُرَبِّكَ,we bring you up,nurabbika,
نُرَدُّ,were sent back,nuraddu,
نُرَدُّ,we are sent back,nuraddu,
نُرِىٓ,We show(ed),nurī,
نُرِيدُ,We wish,nurīdu,
نُرِيدُ,we want,nurīdu,
نُرِيدُ,we desire,nurīdu,
نُرِيهِم,We showed them,nurīhim,
نُرِيَنَّكَ,We show you,nuriyannaka,
نُرْسِلُ,We send,nur'silu,
نُزُلًا,(as) a lodging,nuzulan,
نُزُلًۢا,(as) hospitality,nuzulan,
نُزُلًۭا,a hospitality,nuzulan,
نُزُلًۭا,(as) a lodging,nuzulan,
نُزُلًۭا,A hospitable gift,nuzulan,
نُزُلُهُمْ,(is) their hospitality,nuzuluhum,
نُزِّلَ,sent down,nuzzila,
نُزِّلَ,has been sent down,nuzzila,
نُزِّلَ,was revealed,nuzzila,
نُزِّلَ,was sent down,nuzzila,
نُزِّلَ,is revealed,nuzzila,
نُزِّلَتْ,has been revealed,nuzzilat,
نُسَارِعُ,We hasten,nusāriʿu,
نُسَبِّحَكَ,we may glorify You,nusabbiḥaka,
نُسَبِّحُ,[we] glorify (You),nusabbiḥu,
نُسَوِّيكُم,we equated you,nusawwīkum,
نُسَيِّرُ,We will cause (to) move,nusayyiru,
نُسُكٍۢ ۚ,sacrifice,nusukin,
نُسِفَتْ,are blown away,nusifat,
نُسْخَتِهَا,their inscription,nus'khatihā,
نُسْـَٔلُ,we will be asked,nus'alu,
نُسْقِطْ,cause to fall,nus'qiṭ,
نُشُورًۭا,resurrection,nushūran,
نُشُورًۭا,Resurrection,nushūran,
نُشُورًۭا,a resurrection,nushūran,
نُشُوزًا,ill-conduct,nushūzan,
نُشُوزَهُنَّ,their ill-conduct,nushūzahunna,
نُشِرَتْ,are laid open,nushirat,
نُشْرِكَ,we associate partners,nush'rika,
نُصَرِّفُ,We explain,nuṣarrifu,
نُصُبٍۢ,a goal,nuṣubin,
نُصِبَتْ,they are fixed,nuṣibat,
نُصِيبُ,We bestow,nuṣību,
نُصْحِىٓ,my advice,nuṣ'ḥī,
نُصْلِيهِ,We (will) cast him,nuṣ'līhi,
نُصْلِيهِمْ,We will burn them,nuṣ'līhim,
نُضِيعُ,[We] let go waste,nuḍīʿu,
نُضِيعُ,We let go waste,nuḍīʿu,
نُضِيعُ,will not let go waste,nuḍīʿu,
نُطِيعُ,we will obey,nuṭīʿu,
نُطْعِمُ,feed,nuṭ'ʿimu,
نُطْعِمُكُمْ,we feed you,nuṭ'ʿimukum,
نُطْفَةًۭ,(as) a semen-drop,nuṭ'fatan,
نُطْفَةًۭ,a semen-drop,nuṭ'fatan,
نُعَذِّبُهُۥ,we will punish him,nuʿadhibuhu,
نُعَذِّبْ,We will punish,nuʿadhib,
نُعَمِّرْكُم,We give you life long enough,nuʿammir'kum,
نُعِيدُكُمْ,We will return you,nuʿīdukum,
نُعْلِنُ ۗ,we proclaim,nuʿ'linu,
نُغَادِرْ,We will leave behind,nughādir,
نُغْرِقْهُمْ,We could drown them,nugh'riq'hum,
نُـۨجِى,We save,nunjī,
نُفَرِّقُ,we make distinction,nufarriqu,
نُفَصِّلُ,We explain,nufaṣṣilu,
نُفُورًا,(in) aversion,nufūran,
نُفُورًۭا,(in) aversion,nufūran,
نُفُورًۭا ۩,(in) aversion,nufūran,
نُفُوسِكُمْ ۚ,yourselves,nufūsikum,
نُفِخَ,is blown,nufikha,
نُفِخَ,(it will) be blown,nufikha,
نُقَـٰتِلَ,we fight,nuqātila,
نُقَيِّضْ,We appoint,nuqayyiḍ,
نُقِرَ,is blown,nuqira,
نُقِيمُ,We will assign,nuqīmu,
نُكَذِّبَ,we would deny,nukadhiba,
نُكَذِّبُ,deny,nukadhibu,
نُكَفِّرْ,We will remove,nukaffir,
نُكَلِّفُ,We burden,nukallifu,
نُكَلِّمُ,(can) we speak,nukallimu,
نُكِسُوا۟,they were turned,nukisū,
نُمَتِّعُهُمْ,We grant them enjoyment,numattiʿuhum,
نُمَكِّن,We (have) established,numakkin,
نُمَكِّن,We established,numakkin,
نُمِدُّهُم,We extend to them,numidduhum,
نُمْلِى,We give respite,num'lī,
نُنجِ,(that) We save,nunji,
نُنسِهَا,[We] cause it to be forgotten,nunsihā,
نُنشِزُهَا,We raise them,nunshizuhā,
نُنَبِّئُكُم,We inform you,nunabbi-ukum,
نُنَجِّى,We will save,nunajjī,
نُنَجِّى,We will deliver,nunajjī,
نُنَجِّيكَ,We will save you,nunajjīka,
نُنَزِّلُ,We send down,nunazzilu,
نُنَزِّلُهُۥٓ,We send it down,nunazziluhu,
نُنَزِّلْ,We can send down,nunazzil,
نُنَكِّسْهُ,We reverse him,nunakkis'hu,
نُهُوا۟,they were forbidden,nuhū,
نُهُوا۟,were forbidden,nuhū,
نُهِيتُ,[I] am forbidden,nuhītu,
نُهِيتُ,[I] have been forbidden,nuhītu,
نُهْلِكِ,We destroy,nuh'liki,
نُوحًا,Nuh,nūḥan,
نُوحًۭا,Nuh,nūḥan,
نُوحٌ,and Nuh called out,nūḥun,
نُوحٌ,Nuh,nūḥun,
نُوحٌۭ,And Nuh called,nūḥun,
نُوحٌۭ,Nuh,nūḥun,
نُوحٍ,(of) Nuh,nūḥin,
نُوحٍ,Nuh,nūḥin,
نُوحٍ,(the) people of Nuh,nūḥin,
نُوحٍ ۚ,Nuh,nūḥin,
نُوحٍۢ,Nuh,nūḥin,
نُوحٍۢ,(of) Nuh,nūḥin,
نُوحٍۢ,of Nuh,nūḥin,
نُوحٍۢ ۗ,Nuh,nūḥin,
نُوحِىٓ,We reveal(ed),nūḥī,
نُوحِيهَآ,(which) We reveal,nūḥīhā,
نُوحِيهِ,We reveal it,nūḥīhi,
نُوحِيهِ,which We reveal,nūḥīhi,
نُودِىَ,he was called,nūdiya,
نُودِىَ,(the) call is made,nūdiya,
نُورًۭا,a light,nūran,
نُورًۭا,(as) a light,nūran,
نُورًۭا,light,nūran,
نُورًۭا,a reflected light,nūran,
نُورٌۭ,a light,nūrun,
نُورٍۢ,a light,nūrin,
نُورٍۢ ۗ,Light,nūrin,
نُورَ,Allah's light,nūra,
نُورَ,(the) light,nūra,
نُورَنَا,our light,nūranā,
نُورَهُۥ,His Light,nūrahu,
نُورُ,(is the) Light,nūru,
نُورُهُم,their light,nūruhum,
نُورُهُمْ,Their light,nūruhum,
نُورِثُ,We give (as) inheritance,nūrithu,
نُورِهِۦ,(of) His Light,nūrihi,
نُورِهِۦ,His Light,nūrihi,
نُوَفِّ,We will repay in full,nuwaffi,
نُوَلِّهِۦ,We will turn him,nuwallihi,
نُوَلِّى,We make friends,nuwallī,
نِحْلَةًۭ ۚ,graciously,niḥ'latan,
نِدَآءً,a call ,nidāan,
نِسَآءًۭ,(only) women,nisāan,
نِسَآءٌۭ,women,nisāon,
نِسَآءَكُمْ ۚ,your women,nisāakum,
نِسَآءَهُمْ,their women,nisāahum,
نِسَآءَهُمْ ۚ,their women,nisāahum,
نِسَآءِ,(the) women,nisāi,
نِسَآؤُكُمْ,Your wives,nisāukum,
نِسَآئِكُمْ,(of) your wives,nisāikum,
نِسَآئِكُمْ ۚ,your wives,nisāikum,
نِسَآئِهِنَّ,their women,nisāihinna,
نِسْوَةٌۭ,women,nis'watun,
نِصْفُ,(is) half,niṣ'fu,
نِصْفُ,(is) a half,niṣ'fu,
نِعَاجِهِۦ ۖ,his ewes,niʿājihi,
نِعَمَهُۥ,His Bounties,niʿamahu,
نِعِمَّا,excellently,niʿimmā,
نِعْمَ,Excellent,niʿ'ma,
نِعْمَ,Excellent is,niʿ'ma,
نِعْمَ,an excellent,niʿ'ma,
نِعْمَةًۭ,a favor,niʿ'matan,
نِعْمَةٌۭ,(is the) favor,niʿ'matun,
نِعْمَةٌۭ,a Favor,niʿ'matun,
نِعْمَةَ,Favor,niʿ'mata,
نِعْمَةَ,(the) Favor,niʿ'mata,
نِعْمَةَ,(the) Favor of Allah,niʿ'mata,
نِعْمَةَ,the Favors of Allah,niʿ'mata,
نِعْمَةَ,(the) favor,niʿ'mata,
نِعْمَةُ,(for the) Grace,niʿ'matu,
نِعْمَتَ,(the) Favors,niʿ'mata,
نِعْمَتَ,(the) Favor,niʿ'mata,
نِعْمَتَ,(the) Favor of Allah,niʿ'mata,
نِعْمَتَ,(for the) Favor,niʿ'mata,
نِعْمَتَكَ,(for) Your Favor,niʿ'mataka,
